lom_id,intuitiveness,fluidity,speed
2251d557115dd30f108ad0cb00e67a99b406b80a7b98d1f6a36ff705845c91b6,[0.958],[],[1]
ab9f5aadee23231d503c2b1eb5da95e7571c939a6830993061dd8d73a086831b,"[0.775, 0.635]",[],"[1, 1]"
52d218f63d0c4fd1bd5738ff0688ef1384b8a7ef7b2d3bbddbe214af75c19110,[0.171],[0.609],[2]
1c4d76ee062e97ebc1d12b0b1d18eb68fbf39143055eec03573a95b6b31b3416,[0.527],[0.531],[2]
fda72d661c5e36188f6b15500bdff3ece41e0f940582d61be53c51cf056034e8,"[0.284, 2.059, 0.703, 0.808]",[0.5],"[2, 1, 1, 1]"
851ec72585b1d1b5a4067140f1939e1461d879e665c6043df58d341cb4d55d8e,[2.344],[],[1]
b8e86d6241713e1248412ba54f267d71412971e17ce3c0847b5c88143103248d,[2.22],[],[1]
c32e76b5cbf5bc81922b5e396347c90723672c0bc3bc7f00222100780946ba92,[0.99],[],[1]
6db995066188470d4c950282c52d414444d079434c8f94ed8db1a150347f12f8,"[1.149, 0.584]",[0.469],"[1, 2]"
87a05a6210a7ffe99c5027306f81a393bc8604c391004059eef6eaebc475f5ef,[2.646],[],[1]
42b24b03fd43eaa00048b718dc16c14c7c0263c081943d95d160a6d2fa1542d9,[1.621],[],[1]
da1f41c5513633220ffc54c0550e251034fcfb3873cbe67f7c32300da761e027,[0.896],[],[1]
cb25d0df840087f4a12048ba615ce826cd38cbaa863fb1eb62e67bf003b012f5,[1.36],[],[1]
abc25523bb08c23ee40b363bc79bc6950d1475b73255e64674cae5ff7e417066,[10.358],[],[1]
e9796c90fcbb0906eeb9fd9a2a4954fd0900213035ed64d07c2c7448d64cb540,"[0.161, 0.121]",[1.562],"[2, 1]"
9b110af9440fa9e76c9362eb7db21be6c85cd944cac90422cbbf323e378e5580,[0.607],[],[1]
140d434789597e25ec3f679a6e11fb0ce78945605e196fdff24dc2f3e9d45f68,[1.661],[],[1]
77e9add1a3539e1e881dfcdbdbc0529e314f1c9675955d89fd254fe5babc4d94,[0.85],[],[1]
1d235ead918992e57a0836a71b411f712680c5a716181cdcce326ebe08389ebd,[0.657],[0.938],[2]
b75a7cfb04378dc10a3cc44a509add28854dd08d3502e01dd458e5fbab85e20a,[0.835],[],[1]
bb07f5014f658d6bf5d52a4f52e37d45cd06c11f94c776f3f04da71c8d8f8a78,[0.998],[],[1]
5d2723ca972522ac88b4dadf9003d0d8620b08d642e66a38002a8c3b6a9cb3c7,[0.651],[],[1]
152eaf89ccd987fb5341c1df75f05bca3b6958c4558997591682a30fe2ce73f2,[2.753],[],[1]
836a88670fa4a3fead47dc8ab89047595bc248f4e8f3b9238cd93c4975202e34,[0.794],[],[1]
efb00fbc6cf8d42b280423704c671dd2661b64e5d5111c8a91bdf6189fea0277,[3.671],[],[1]
bd0dac38b9c503d93ec1159a3ecc237b4e8a5da92a2ca34358ff663454c5df81,[0.996],[],[1]
791683b211cfdff36739a7e1f9184792b8bae914ee125fc38e6c3aab2b39915f,[1.676],[],[1]
93b4196ceff4428b53d4886f6f9b259bca6f11b48035e6e43037688993092fcc,[2.467],[],[1]
d59eded14f4d0e2de62c0a1dc81149383b3e3c7752da29c60a8f5896517cebd6,"[0.595, 3.625]",[],"[1, 1]"
a4470f619b986dca1b609863d99667984f736403e962ee0facb7a71e23c19eca,[1.58],[],[1]
402614c54c00442099c8c4886049a1521723786defca3887707864bff03e39da,"[0.918, 1.432, 1.367]",[],"[1, 1, 1]"
158d92b90410fb2c1c5909a9357bb5ad44a0aee9581cfd490ec900cbd5368a74,[0.731],[],[1]
b82814e5c18dbbfbad110a8e0c684b12159369cf2b803c3a7b723ddb354cf6bc,[1.237],[],[1]
0f0cf8ea5e58ac691b33fe6721e844a1d829f74889f0a45541d4d8864a48f0a2,[4.346],[],[1]
a959df7ebf747f9812add1467d5a10308c06f70f5d894ee086835e042bf6c00c,[4.891],[],[1]
ff0dea8bae28c25782689316c353ed16feb02705ff00afc84d1f2946ccd022bb,[1.527],[],[1]
81a8ec1e70b0ee4d9207a2270338a531e6d43337e8555e3d7db386b9e2363199,[0.383],[],[1]
054f3021dd32618e052920e6d850a01fb2f10b2d843fcf65f11559c826a587c6,[0.672],[0.9069999999999999],[2]
50515ae5d386d2e2f92ae3d71eff92ecde6903775a1f4f8f7155e2a80f71af40,[0.188],[2.0469999999999997],[2]
af39786109bfa4e49b9904622e521c200618500c9e5ac1a8f18498182e724a07,[0.647],[],[1]
2a473fe3bc9838e6e5d717bf9be80b715e0749e016f4eeec11f35708a5db5f9c,[0.128],[0.764],[2]
38f531ab6f540916a3e93e038f9ba5beaefb895df29f867b3848788d9121c4eb,[1.611],[],[1]
e7fb7c39ee31d33d6b209f7561d02c60ac2972404daaa81db551357a81c66e14,[0.667],[],[1]
f8182f852fa4b5ce215efa811975589bcb57c1f2c066383e8aeca2b6d1938f6e,[4.945],[],[1]
c665f5d7109238cafa132fe7700e1e46e6e8007fb7f8c80f57eb1ce46cc36098,[0.944],[],[1]
9f8298d527f76226db9108c12dde8c55c11dbbbccf58f1684ffd0f2f38f9f90a,[0.255],[1.266],[2]
7359c67443381a6cd1c560ed1443c5a074ecb060a555e24275c129485ad7ac7f,[0.348],[],[1]
5cb31922ecc0acec3e3147b60b0e8d9eae045ec03e6abfb43b936a4faf76874c,[6.224],[],[1]
435c2cf2459bf8d86205ec60d5e6a82a873b94750e3811b53d5c5d2e25c8cee7,[0.904],[],[1]
152c8e2b73f238173b0b9bdff06116f5b7aab541ea1d284bef62792f623561b1,[2.037],[],[1]
514f26ff5b34cb1726c163e09924307601801e45944224d04de09c0e04a85095,[0.948],[],[1]
35f33fb2464d762ecb70dfca71cc26b1708624da3e7c55ab0d8ac60447ac62a4,[0.666],[],[1]
435b1f28d67c4d55d6ed1eb4d5aed0bf9d27e0bde0b2910cf113a334dde31ea5,"[1.205, 0.793]",[],"[1, 1]"
28ee47cece0cbe2f457bf72166fd23fc6686a5101d4e7e4e38925976d1287da3,[3.616],[],[1]
720449d25288dd393330e9361389d864da8f0690a6ef9be87990bc663ce21408,[0.918],[],[1]
6d942d649fc920909aa04bb7dafb6a5616233711b27d5373342dcc8158a3e9d4,[2.121],[],[1]
719ad7f4c34478ed99315ff6dba9fa8cb81300e16c8d9e37f45b9a8013df2bf5,"[1.719, 1.647]",[],"[1, 1]"
b64e95cf828cc04f4700766c2bfb8b64a7e8f10576bcfe13ee2a4894a29efbd6,[11.954],[],[1]
9705058c4c5a3248b2d9c0e6a7a645bb689f5524882b7ffdd429cc98ebb76f75,"[2.965, 0.257]",[1.484],"[1, 2]"
90db430829b16d7c1a30edf09c7bb44ef3762a1208b5fb205b8b86ebfec654a7,[1.131],[],[1]
933ef5082c747dcbb9ff16899291e329144baf72733caef3471e0ba9a8e4b384,[12.214],[],[1]
ae48c0fd2667812663845daf88de6296705e7cf32d976bf88ad41eba9e8bc0d1,[3.317],[],[1]
b2d8ad65154b0966b575b42d1c7deee671b3e0bdfe14aefc6c9c951c746cb18d,"[1.192, 2.209]",[],"[1, 1]"
daab73ffbd139995804e60a2c9905331affc7638b3d6bd30673c6c49137fcec8,"[4.409, 0.777]",[0.7819999999999999],"[1, 2]"
ec6483926b81a9d194c3999045334a4445202fe9b9806eb85fc9953475a14b7a,[1.009],[],[1]
fded834be41bd58f72a9ac1a6619014e750c6d74b43c7b138343389bc4ccaf9c,[1.435],[],[1]
4d07cbf9bf965d59f083fecc3d8a27fbf83993cb06faef8b606f214cd29f3bda,[0.139],[2.9379999999999997],[2]
fbd8370639e4187ad5eac6a040f974cf79b581ad6682d8875b9c34308955a5c3,"[4.084, 1.037]",[],"[1, 1]"
b2af11f776a9b40256a14dc1eb5b226dd02a2b64ffbf23c49c7411b1ffb2410e,[0.595],[0.952],[2]
25c7ca82b2114c10061fb97c2c16fd08ec772322f630d618ab23da0b41185d8a,[1.187],[],[1]
93ee59c31f71e9f689bed6c065c7e9ae3ab9efbe5864f757669d1f631812bd04,"[1.399, 1.832]",[],"[1, 1]"
34d78e655da71b5b46de4f61405af27684c06a4e7582536ef8c1fecde28122b8,[1.874],[],[1]
a32fcc9e700ab07e53ae37bb9600998857823260f29c80c7d5b0a865cf646ba3,[0.758],[],[1]
1e4212937aff5cc7c058695732a28ee0f32ac26fee20b02fea7326e19fa4e92a,"[1.447, 0.652]",[0.9069999999999999],"[1, 2]"
08df1adf6a978bd3d594e78cf2fb5871fd8595b0942453072b7a5407d8c1be4c,[0.175],[],[1]
4181c5f1ecc28d786ba5005880fd7a6c86465980e31d86e1dcae3cc0a355db4f,[1.91],[],[1]
951ca156c0673ce866a6fbea57d8c6162f6c3a5827501574dea80344858de6fc,[1.64],[],[1]
c0c050399bf11da6d871c1d163f83c936f6266d5dccf9855925cc075622defa8,[2.244],[],[1]
983c8933fecbabd1a37800371520cf963747311cfc1fa52fd4e7148f3e59437a,[0.958],[1.5010000000000001],[2]
5336919a476ddef1e3b1e6087562912a1d929f36c9339e4370fe4ec5465c4205,[7.787],[],[1]
a1cfe8875332cce2939f75340b9f7710def6d4136b84921346149179de022f92,[0.956],[1.7800000000000002],[2]
66ca95bc4eb908c01ea936ea5e647a2444014edcefc729a4de66e8ba3b610345,[1.056],[],[1]
ec7ef0d8d77c38d36f1fab0e7bb4f910e4230de0b9d108eef7288d41c08c5805,[2.537],[],[1]
f3e4cc7735229ec105529c98a0f0a96285a27b3dcd098441899f2f53a626b5cc,[1.835],[],[1]
03ca310e00034b9609ba0a7213c96ce84884aa2908ea4fa1fbcaa89ec9630d34,[2.084],[],[1]
14e9c68a4f0baa3f955482b1faed5224d4df5c30a4a0505ba0c27e184bd44f64,"[0.868, 0.616]",[],"[1, 1]"
80a614cb09b8f8af9e317e8409c1488e89ad50313684495cf54078dde9cd573f,[3.251],[],[1]
815115b4a36133de2cc8cf5a8a0440fed5e78a1929f2a8fe5bf3f44eb885f602,[3.965],[],[1]
d4d3ee0f55c1fd1654724c2fe072d9e8325107f3a30ae698fc2f429f2c9df8e5,[1.209],[],[1]
4176f569758d492449eb84945df5e8ac14ed9759ee4bc044e4764919dfaeb786,[1.049],[],[1]
767814075cfc7e18671fe4aabe63741d4298c591e2fc537492e5604fe6c68b0f,[0.83],[],[1]
55636bce5e092345f93490b4b1d65c9c7e8a8a4c17941f4515119889d2480496,[1.285],[],[1]
040121f7a8d641b8072677cadaa9ba5b95ee60c4260d8511306fb63a77cbb73e,[2.058],[],[1]
66aa8711e53491be38ebeb82a80198daaae20344f3c01e5f0ab31b200689fbf1,[0.145],[],[1]
c30e60bafb4aa757ce5470a8133a5f1e9279c49b7d9fa8bbfc688b5b1c1185a5,[3.72],[],[1]
d937119e7305cdc1e190cd6125aaa67c0cf140382cd58aa9a5652afbfb972753,[1.326],[],[1]
53f779130a136e7eea92b2b52a88c2893b882474fa0ec0663aea40e4c8a599e6,"[2.223, 1.357]",[],"[1, 1]"
db5703e1a784f9d0ef22dbe2b9c773b4d76f357fd9316da9269548e09719e533,"[0.643, 0.966]",[],"[1, 1]"
c7d035f21bbe961ba7db0a98a13808de878eaba8c67c5434c2e4d12cf48e1b52,[1.718],[],[1]
4bcae147a5f8947471de5b677c193b9574e4f78e05d59927f7eaa34635d89d5d,[0.829],[1.203],[2]
0a9393e2da28052690d0e91a69ccee08ba2aa2ff69bb29e522e0217a77c0b4ae,[0.97],[],[1]
11539793e62f859c6839b0b49a86c7420c53bd6f9fb03890d57bf43389566917,[0.776],[],[1]
8ed57eab1bbe6d9c9fa87c69185a70ab8ebc5b2f98d9c15669c3eed700fcfa42,[0.901],[],[1]
d351349d4fadd7c7f5e256e72bfa80c119dc5af0d836c8f331d1c35219a10c82,[0.961],[],[1]
9ec116c6ac30821ca7245c6c69ac4bf60d40235ce71b698ed8ad4d59bb8b329c,[10.216],[],[1]
edc16db941a38841e9d7ee17fc4584ba954d10025d35c50840a82aa2f72784d4,[3.158],[],[1]
288933a9f441966fdcfbcaa60505be35347996a02d5e8c80f906b72a01069e58,"[1.705, 1.386]",[],"[1, 1]"
e2204df8689ce5af20ff726cef874c6dc5f52d4f885efae83790bd5db3484df6,[5.473],[],[1]
2a0c1fa4f3cc0de058458472ff18c504aeb6f78729b95fcb320239e47c1aa5f6,[0.57],[],[1]
3b0b963e3a7dbc708e46ec2fbf313a0f5d2a8fcd7fd6a0362b2d77daba1c822b,[1.561],[],[1]
0fe20876f691e2df285305f10a89520f04f1335145e3549b53fdaa7be46da0fa,[0.709],[1.499],[2]
08a9fef36634b530ca9dc9895e8aaf3893923286e9ab3d88377220e7fa7eb9c2,[2.116],[],[1]
6a864dbc93731f353f10c34c7995a5a1eb0b5e7e1be21eb50d9c195f4bcd55a5,[3.631],[],[1]
9039719cec0a32e7f66d7915c572709ce1245bdc301b1eada4bf59a4b777bc72,[1.225],[],[1]
fb9ed5ae3fb258a3d7a3d40d5417298b364a5a41e4cd412a09229a1008f2ee2a,[0.216],[],[1]
6e46ae237ee56a854baf913d6dd8ed712ff268ff5229cf7d9b21c10062355076,[1.336],[],[1]
cedf1a242416adc9cca30ba42dfbaa2b2b36a27cda0fabcc03919b33afec5ec8,[0.691],[],[1]
8f926b178e4d296591f8de7078436708d88c54e1fbe399eb198d879963cdcaca,[0.258],[],[1]
5325b433f06d0d14836772afce1960e76e4a3232474c3c8065a91091d68641b6,[0.974],[],[1]
dc7bf547947b806aa6b6615a541fbe54eadeb2a52c5e2cef13cf836e0962190f,[0.376],[],[1]
423059e76371241bc47f70fc368d830cd4437413da7841d0bbad95473617dbe4,[0.216],[],[1]
3637305ccca3f0e88237b47c89a90213b1e061a57f19d70afd63e7d30e3a494f,[0.238],[],[1]
0565343ac68b4f158400125de3c2c0147608da440dc23214bd9b3cfb5b61a1d0,[0.204],[1.2670000000000001],[2]
d65af1d1f5afe336e2774e2f8369ea06e39de222cf7e829c29740630ceaa7369,"[0.448, 0.548, 0.741]",[0.5780000000000001],"[2, 1, 1]"
2645a549a352ebcef7f8bc31514b804fefe2d39f07d93931d43a99442391d6a7,[1.013],[],[1]
9caa992925ace359f24e00e84a5e35b168d9d28152a76fe8278895406a21b1fc,"[0.659, 0.477]",[],"[1, 1]"
63847e5a784da0b20b7281064d9c9530c3b441c997a65b0ea7abcd750463eb00,[1.815],[],[1]
70acf0885dbb4163e58c75043eb643dc09e2def2baae31ed9d93f8721a52818d,[0.874],[],[1]
477ee9a17eb364ac9143803a40d991ec23f78063742debb6da67d03a34054eda,"[0.509, 0.587, 0.865, 0.525, 0.633, 0.152]","[0.17200000000000004, 0.1409999999999999, 0.61]","[1, 1, 1, 1, 3, 2]"
f4b3f453e5bc42bff422bdd9a9b04f8e3787a13978664ff3960fb3da9b0fc900,[0.242],[],[1]
d2816b07951ae8b7821d94e8df96418501a32f49f8f55e7b705cdfe898a1675d,[0.243],"[0.188, 0.15599999999999997]",[3]
69e3662e5a44dba25398c9bba606171e00003d4c03ffb74117fc37ba611eaf38,[0.714],[],[1]
a4fe7f53a03e490bce1dd86168e9f07d9911bb147c613749bb2121b9c58a91ce,[1.016],[],[1]
5aa5a47a4190c45c781a2238cd81699d84bbf5262485b3eeae2dc75ebeb957fe,[0.389],[],[1]
1878ca102dd3cf71aa179fdd09bb2e93a574c9ef3533f3371d801a59d171333e,"[0.472, 0.522]",[0.36],"[2, 1]"
ed1477058d84bd14da8ca2189cdf62f0c1fdf2a695dc20b0650e3081e888d8d1,[1.05],[],[1]
c6294b21b31b50dae83c52488a9a76f663e124920c0a246bef756f1a78d9ba40,[1.173],[],[1]
353c867e0d3ef755733105ce9644a0fb44a8b2dac20b251a1656affb19bceb1b,[0.256],[],[1]
93bbfa13e494302591cb5cdb5730363707073e1b84a7756aa8a60fe1a838a473,"[0.936, 1.511]",[],"[1, 1]"
11e80145042e6453b2367d11e5777e4b136231af0419ea2ac55aa08e32d9580f,[3.344],[],[1]
d034de8778aef53f4a828e4311905a8c8abfffac3ebe1729248f186b9854ae23,"[0.281, 2.164]",[],"[1, 1]"
c2e3516f69ad3c0b4259586e8bfc8defa41c339f6861fa60ac569a58b946550d,[3.195],[],[1]
e8aae16a8de05bbf84e2c5667d7f45ed5ed08a7c8148c3f75d190b6874531afd,[1.042],[],[1]
ea41a596a1a1585f1519a0d3e79202388e5fdc6d8918dad5d3271b303f986f44,[0.895],[],[1]
90e980e1329f28b1293e9562621477a1bb7b296e8650302402d5672aec960475,"[2.444, 0.62]",[],"[1, 1]"
1801236d9bd7c782e9c681c2a04dff0eca121af8d03ddea38ae0649f91456ded,"[1.288, 0.414, 1.411, 1.284]",[],"[1, 1, 1, 1]"
6f056f4bef07dc87ac1e0e88c20b47d56315cbd186c1250ed282aacc7cfa2054,"[0.269, 0.843, 0.474]",[],"[1, 1, 1]"
5e824d128b7facae92e7a8f8c3265a977835f10db2d7a90cee7454efaa767799,[0.984],[],[1]
4aa063de6801f2fd4a846798673ca24996a449a60cdb85dac2a391a252f4e413,[0.939],[],[1]
39bb3b729d0bd5e3cf31bad77e082da99ba497a8486cdb0d1b4ebfcab2df4675,[0.36],[],[1]
7213f2a0d6133e57ea6bf233c74614a1708e63310ff2cd7aa14f7150d4ceab47,[0.222],[],[1]
15747993ca6913f3b5f3aa5a7d3dd122c9762254c0deeafe735501fc98210e91,[0.299],[],[1]
e89e827ebee47993fabfb221b02dc7e12defba1ba645a8c93a51a93d9b6287dc,[0.831],[],[1]
2a40174796e41609f638283d953ac04dffe3188b843443b04ba89bddab5dd433,[0.428],[],[1]
ba463add0cc399b9ae3f7388b9e6c6cc5397ee1982d56340a37c272cdcce24c3,[0.573],[],[1]
baa58e5271100c59ede7df55c3b4d9eeb0fc0b69e860cd3cd662a155fe69d029,"[1.08, 0.804]",[],"[1, 1]"
fff6fd76085e5d1e87a6fbd69212cc19c2c26d68a614122909356b340ef13350,[0.329],[],[1]
d1f8ae3940fe1d5fb7c1e496f30401ae447fd9a263722ed51d23bd1eabc19ee8,"[2.427, 1.263]",[],"[1, 1]"
bbcbb89e66ba27640024a99752e85c90bf2762f4b26eae5af188b1d53aab0d86,"[1.592, 0.644, 1.301, 1.753, 1.393]",[],"[1, 1, 1, 1, 1]"
bf0ee83120b653a0418bf293fa197411e5115cdec78ada410648a11d893c1169,[1.916],[],[1]
58f7a30147a7c70286d73f47e73be1a02f90ab19a5baa05622adeb9a453c5eed,"[2.861, 1.839]",[],"[1, 1]"
2c752fe5e30bdfe6247cb3c2a7201bd306c9f2bd66e4d8386b2cb88f6b9d66f6,[0.627],[],[1]
6a7608ccd458c10300830fb2ded780134ce10279b610acaa24612b3d728de83d,[0.445],[],[1]
a5a1e5ec25ecb7407d88dd84cbf3a2b3acada0cd115e6383ce831527fc2162bc,[1.45],[],[1]
99e033d51d924a4aa024666680902905d62bdc06452422f78b6288e5e80266ed,[0.395],[],[1]
ef48bd7493fcbb9ce7b19a2bf08515cc9a4a519eae5afa0965c8730b6dbeb70f,[5.424],[],[1]
c40da5b0fc2c3c5b2570ff3149da5b682d22f7ae9cfa83fdd9a24aebaa956ad4,[4.641],[],[1]
98f6d3490bad3c5b663f8913aa21d6245bfcc31fb22732e02930f794a48ea812,[3.803],[],[1]
499217b8b03648bf8bb48c63dcf54e8326398a5af5ad594dffb377122fcf0b18,[7.728],[],[1]
bb468f47115de177bbea4a912db31c9e2a42644f77c464b328931c9031971bb5,[9.204],[],[1]
95949dd14fbdb10c974659ebd2fb55de5354eb1e3524fc5ab6cecc677d97a00a,[14.538],[],[1]
a0ae9f34f5c76413fe0635a61ee39f3ec905d5ce52bb1b9e2f0934499a566008,"[0.275, 0.241, 0.777]","[0.7339999999999999, 0.8130000000000001]","[2, 2, 1]"
44ed2500bdae9b21394790fe9df133cba3f69905b213418403e32ac67fe1295d,"[0.688, 0.532]",[],"[1, 1]"
948f21c7ed936a646722858469b633de1a2dbc5673c5796427883eb7f4a543ed,[0.393],[],[1]
78bae17c7d2e602af22808c0308e9fc90073eb77d013b9dd52f37e1550502093,[0.618],[],[1]
7100dc44c52777d9263081da1fd98b0046b0a4d24acbc2376ef3c24a7c863483,[1.024],[],[1]
8bf65fc24209a1128f28b310cf41228884f3b331ddfc9700b70446ebacbab306,[0.266],[],[1]
9fa90ac59e9b99704511080f16b360ae80897e2e132bc5140be04b5e6eddc4ad,"[0.663, 0.173]",[],"[1, 1]"
565548f2a5184b05a608b8b688c9afea97a968b273b2207ac5be11c8f08bdd27,[0.476],[],[1]
f341e27720512b516c4193eca8ce09460cc34476a17ec92ae22027cf89b31073,[1.181],[],[1]
83c4ba07c4ca0d5dba95c97032abcfc32bd249c245aa31907acdcd34b76cdf0d,[0.868],[],[1]
d1fd969bdf9a44f761bb7c8afad00bd10afab6407a96be837c12f03af6d1a527,[0.446],[],[1]
32faf2efc21438d842094190fd8c9d9cd56d55fbc220a72f0672d9aec861d6e0,[0.658],[],[1]
99ca6057a6bfb88d82d77fc33d684be810d725d4dfb7ab92cf86a0151578b2b3,"[0.138, 1.0]",[],"[1, 1]"
e8ead1510589d6fd8c118d6e3061e10ce4b6da6b8292930a08792692fa8efcf2,[0.164],[],[1]
a552bd06253e5fc62234b2b85a888413769fced85f4c06a5aa52f5677fa22eff,[0.647],[],[1]
6053b89fb3e74af973fcc2497ac63fe5b7cc6eaa9ed17ab3f49cc455b5e06280,[0.531],[],[1]
a39debe36e6fe8ff2321aa03be09ec406bc34a6da3bfa38539c5b892c8af576a,[0.2],[],[1]
67321071a5da96b5a7609de4e717f90990b1be8aa51dcb5869420025532b775a,[1.922],[],[1]
f62d97a2b39296dffde789c2df0c76d5a837540f52837fded0f69237c5700220,"[1.016, 0.178]",[],"[1, 1]"
a41b29efeda27fb1b75f77e4f1d6ec0ae8544acbe7388f5ca4602ba3a13b722f,[0.593],[],[1]
205d00cf76d5c82212d89a010066bd221f0d5699cadbaf81de1cd444690463ff,[0.456],[],[1]
c8dea0658b6c03e47f3fc72666b189096d480e2ba62fd5c683ad59f547369cf9,[1.244],[],[1]
da202b37418c8a963a9fd609293ae4af223b63bb303e9bcbd19a68700a7b16c8,"[0.952, 0.929]",[],"[1, 1]"
a660c467c2e122368929b65ec2861ce715a6255f0102308fe4d4269e492ad5e3,[0.439],[],[1]
787bf6158047dca3dca69d47349e61e621a18d6d5236b6f59384072c57000eb5,[0.128],[],[1]
2261e97033d87c2e38d3477b09f2c1df3f3f623c17c0afa3f5379a3056917f25,[0.564],[],[1]
ada413aeaafdadf9a40dbbed2b62356a33bb4826997be33acc8dde6a64c92676,[1.062],[],[1]
dfda4c477f3eb470556f6222e514a86b61ddbe9ae2a5b90d4befe0bbd0766942,"[0.28, 0.171, 0.801]",[],"[1, 1, 1]"
083ebf42f4399216aae2d8c9b4cdb2afc5aebb8d8ec1e2a784e29dfc8a3b4c60,[0.14],[],[1]
ae0c03a457e8fca568dd362a808d1db3e128018b85e5587941174aa11b25e452,"[0.255, 0.281]",[0.609],"[2, 1]"
172ebe4545b2d315d0e78405b363295baca4349fb78a765c10336cbd54d0f2f7,"[0.191, 0.375, 0.957]",[],"[1, 1, 1]"
d1262813e1a4c119b98be05b9cb53396b9164d5a7c45135862bc7877f603400f,[0.645],[],[1]
357a27325e12f797ea3d3fbcc29ac5238eaddfa1a7ec345c401d44af19e1d814,[0.318],[],[1]
f4e65d35371ab9fc8343f9a967d12d58c6214895b027243c2a04f8f4fcc7fe4f,"[0.429, 0.77]",[],"[1, 1]"
b7610584927b356b65c30b71b8d6ad804a60dda393a04305a6103fe26aab777c,"[1.648, 0.51]",[],"[1, 1]"
fc870b2e6728f58a578e8981a652664f941470fd8c5d3074dd8cb6b68d16e34a,[0.477],[],[1]
deacc18cbd2ad7c4dd90a663ddfc127f692dd762036afd196870861676b7f792,[1.549],[],[1]
afae84e0fae190d17798c067496aca657579c3e7ce9a4ea882c5da3d1fe29716,[0.989],[],[1]
d2928c560374de75bebf49ee1569a54053ac1b8272e01907522847660df96191,[1.036],[],[1]
4d2ae8089420cad8ba62037c52b3c92231befee4cd23032ed6241d548c806a00,[0.166],[],[1]
37524c5d08006ae9b53ec7d957828784c628d6cadb1d6c5457c1363c5e280633,[0.78],[],[1]
a8209cc26638c6bed54ea904940119ccb70b92b09d4434c9db97709b15448b4c,[0.631],[],[1]
6c63c046d2612900a08e906db75a929021f8b97eb2b3d3437f6ef015fe417b68,[0.433],[],[1]
044f2a80ff029bc4252b031dd2a6341721de63c72c3759ca44ce7160cd8ff109,[0.381],[],[1]
c6829fc5681ede94af6d0635f2721a784a5cb6f63d58ccaf2f4e9c296cd369b4,[0.606],[],[1]
d5f10bcccdf469a02e4c2b431ce00b50fab26508285a3c07baa65daa892aac5c,"[0.239, 0.326]",[],"[1, 1]"
08b2f9d99d3028ead885a3ab14c1ae21b5703a3939e03ab32080895db6c20248,[1.023],[],[1]
e44f01137f55bda80836a389373edb93ec258a37c2fb8d4f95dd789d7740182c,[0.777],[],[1]
75918dd2f4a29b24242652966a9795c4da176b40616ed07b4e049159a933fe5c,[0.59],[],[1]
3c43ae6c18c661110e01244dfb012c9bb13d584c9ca20440d7dd27283a96a2b1,[0.213],[0.562],[2]
9040e6bd2479db0eff0453d1e373ba5fd09f0d19899fb4d95ab7cda8136313bf,[0.96],[],[1]
35b749af8db3ee2c849310cace7dee14aa384497f9a1c29a4f3184c51ccbb0fa,[0.573],[],[1]
d2558b028a20bb441f73c660a5fc561cdd3cac382c80d5241514b0993443780c,[0.203],[],[1]
bd6bf5cab41ca275b79bb798603701f0fdfbaa193522e69962d01e5f52322c1e,"[1.042, 0.376, 0.741, 0.23, 0.863]",[],"[1, 1, 1, 1, 1]"
6e48787abc5056820ef49c6331c4391223805c4058624f56a3d34bec6b9f8647,[1.992],[],[1]
466f3c9a2d3f7628449b60a723f519d1be215cfacf2160ad9e9dc0fb91304b34,[0.776],[],[1]
f6ae3dee9bff587dcf9b16d32b796c2d2231541d06a2adda30eecfe6396979fd,[0.461],[],[1]
1968974dffa4ca4f1c56add16e96f807d20a4ccadebd56b7fd72fed0d52453d1,[1.38],[],[1]
09f8d9638f6d31751d6cdb7dc285296d923a3ab417e881cdd51c0fa52276f517,[1.061],[],[1]
b8637c742ccc304ffa5c6c21cd34e643ed7dda21a0c464948bfb354ebb054e0c,[0.462],[],[1]
ba3e158739b539b2daec6f37ffe78a0735c0fc1028adc8431087ec8ba6a04bca,[0.78],[],[1]
a3f94aafc26e62964389ce5a0908ca068a0c1d80a0a1746dab24312b04eef1b2,[0.743],[],[1]
5f198923ce453df2337701212227ddceff0f55b49e3c1a391cc4d7c4b8d68ff9,[0.841],[],[1]
ac624a19fa2ee9204c3d8a77a899158ffd75cc7ed1ec81681ccf25162a7430e6,[1.672],[],[1]
c6cd8496937bf3124a9b7c2d5b7d79351c44efa19d13f7cfed99c70517dbb6bf,[1.008],[],[1]
06707f2d66bfb8dc5ca37cba3c61c3d362fc905a5edc480d21709806e046b34e,[0.498],[],[1]
22ba81dfc78016773a840e7e8bec8bcd7d6aa86099f9eb47b53f212e2b1395fd,[3.618],[],[1]
bf79ddf28d0f8b6dd7aa4187d329e40e9c04f4b54605e9b4be943d07077d23f3,"[1.553, 0.527, 0.11, 2.215]","[0.46799999999999997, 0.5169999999999999, 0.594, 0.5149999999999999]","[3, 3, 1, 1]"
7817eec86122a6de835950b5e01f4ff166a945ff012800d76ce40d420e354b1b,[0.495],"[2.266, 0.2969999999999997, 0.29700000000000015, 0.42200000000000015, 0.4059999999999997, 0.26500000000000057]",[7]
79d99a5e1183949f50416cced691250874b147bd0197614b7da8422b47812906,[0.212],[],[1]
af6148e767be0993571912133d341d4ae91bea6cd31e9ad62b61c364332f2b32,[2.468],[],[1]
